#emulator
wavelength i10 i09 i08 i07 i06 i05 i04 i03 i02
180.500000 30813.765772 22356.890482 17602.750564 13505.426227 9778.730594 6737.668695 3753.613749 2030.618293 546.774567
181.500000 41881.213467 30679.056647 24278.227919 18607.844756 13635.593065 9468.073138 5327.797151 2905.185118 793.020336
182.500000 38367.365281 28150.140817 22303.153406 17146.674992 12590.128319 8753.478764 4911.716647 2703.080127 740.469833
183.500000 54279.073205 40230.963910 32067.910299 25136.039841 18731.427963 13339.219755 7637.245024 4276.068660 1198.722760
184.500000 35203.503462 26225.093437 20930.289108 16260.179983 11981.263019 8546.510365 4842.988702 2749.417115 771.553607
185.500000 55137.805743 40882.031915 32659.875217 25557.671515 19026.855775 13489.340162 7701.063179 4342.976470 1216.720431
186.500000 58342.714828 42651.736735 34086.311989 26360.116023 19311.339739 13397.305416 7457.417807 4068.759443 1082.002273
187.500000 42701.176388 30821.387011 24110.531876 18187.489151 13092.068496 8803.685599 4814.522634 2534.789791 645.876012
188.500000 79185.006593 58512.665020 46938.861656 36542.105865 27053.714236 18960.608291 10749.785830 5938.102784 1611.144962
189.500000 154911.697787 116581.952804 93665.029739 74402.277579 55767.360500 40275.005927 23574.095129 13475.922160 3919.325302
190.500000 144261.184375 108274.886351 87317.761674 68244.749175 50714.340085 35991.350263 20790.656341 11865.287758 3423.743345
191.500000 161194.399457 120651.709098 96324.646391 75180.217059 54943.400666 38332.592599 22038.998668 12317.335778 3552.210036
192.500000 89028.788041 63847.365674 48969.391977 36363.043083 24929.754011 16409.379613 8937.872554 4759.478517 1322.513783
193.500000 441.958326 270.521110 181.181782 126.811291 81.807392 55.690908 32.425314 20.837100 11.823957
194.500000 124370.059583 89647.885301 69163.265809 51554.920866 35471.350817 23514.428472 12906.859684 6876.750971 1922.939206
195.500000 330908.424014 251117.694372 201936.329570 157748.629586 116626.431061 82047.581006 48148.620112 27092.421692 7987.458902
196.500000 458803.461171 348265.202512 281946.599506 223417.611617 166769.282642 120019.453957 71193.746093 40862.987519 12150.310240
197.500000 635621.267092 488367.856190 397291.620785 319249.904836 242236.534933 177515.718788 106846.328158 62210.217886 18826.269750
198.500000 649041.855564 500134.604135 408417.371728 326150.274529 247181.685466 181100.556111 108468.527905 63170.697706 19381.236591
199.500000 686225.251135 526480.334447 428747.729220 344423.511188 260800.854754 190431.382064 114576.446180 67287.749028 20646.927648
200.500000 783853.775060 603371.150569 493721.983301 394870.710468 301010.704716 220522.059936 132853.753367 78413.648282 24141.008423
201.500000 1014787.444003 783476.624790 638523.309787 512453.721662 389815.677380 286810.957014 173897.957906 102063.360192 31609.632746
202.500000 642463.468510 492994.618993 401490.629469 319228.209428 240248.846950 174841.499934 105364.275507 61851.347584 19346.829715
203.500000 1187643.373254 918331.328889 753542.209993 608457.375602 464027.369096 342244.689418 208515.014796 124379.829570 38688.549489
204.500000 1576254.731452 1220002.074611 1003169.364302 812686.518917 620935.905849 460858.324138 283670.619612 168836.479573 52665.209329
205.500000 1846679.937234 1438608.007289 1183523.297144 956579.295534 735917.461122 548015.610501 336208.571156 200672.396567 63232.959792
206.500000 2002085.778921 1563542.091430 1292120.769515 1043254.337428 802835.120007 599265.156822 367202.552039 220059.830920 70000.633237
207.500000 798747.866927 590324.088882 470908.771964 367326.575227 268649.184403 193040.299985 120521.023536 74457.337275 27783.472018
208.500000 7038724.987382 5913238.302269 5122100.309226 4396149.819335 3667438.798865 2981150.627084 2261714.124591 1666679.735462 959130.782235
209.500000 27704576.342334 21988730.121435 17909000.173424 14612113.252563 11627438.420912 8980811.269815 6559909.629459 4549965.996485 2547080.528722
210.500000 73880238.806737 53157808.850428 39611696.908067 29855870.989106 22132655.390104 16100672.971851 11194437.094894 7344058.008913 3971327.901752
211.500000 496523475.446721 299727624.915849 186894118.020045 118078708.411581 75767364.576840 48536458.274353 30496309.989486 18307126.088436 9444770.161474
212.500000 150371163.678978 103448873.027020 73145956.145441 52095387.279870 36791574.497069 25611639.813832 16988125.811726 10666953.484910 5499110.709676
213.500000 509634717.360268 318322545.600573 204278903.967583 132351105.843542 86692393.704540 56497999.068779 35915501.351217 21981927.864075 11376567.950761
214.500000 862398040.184119 516841399.840774 318979825.289365 199507080.837747 126390199.732811 80047772.086212 49669003.094131 29496965.254902 15103619.686435
215.500000 467628955.192387 297039364.424481 194813527.000305 129495910.604198 86731955.324443 57484812.058128 37170413.064941 22872372.753915 12031646.079917
216.500000 302616433.840191 205647017.568850 144855508.258880 102888301.801153 73057498.884654 51105804.063912 34479735.211029 22059232.617991 11799764.132026
217.500000 248998631.217314 175505452.481852 127544056.682657 93291430.526245 67870260.645471 48622262.759649 33527592.030539 21977127.778520 12068121.851087
218.500000 1367081570.020891 832585431.094733 518809235.285656 327623630.547157 208664379.982277 132212868.516360 82057974.622550 48397733.699687 24810310.694118
219.500000 834456703.189747 542608891.346229 364800376.818220 248377450.648541 170352763.634363 115402167.155900 76105162.443612 47599033.413277 25550351.650721
220.500000 1046967488.263120 667984986.618173 439206755.893815 291812842.860506 195635347.854574 130489459.957025 85193484.678683 53122329.949772 28491901.989752
221.500000 592359026.824428 409026375.721393 289338040.057580 205202546.781498 145016066.192079 100712000.363343 67494548.422355 42864728.062961 22836198.302163
222.500000 3333390278.784870 2052034745.084653 1271045757.204540 783980238.605233 487345732.699678 300104413.018333 180874205.009795 104212776.068200 53026460.081248
223.500000 3957625683.314490 2410167612.300187 1485847652.470616 920726202.477611 574193563.986380 355764013.929918 216383788.635332 125429122.655025 64936661.480018
224.500000 3168876998.695652 2020705736.073482 1308003167.112204 848819925.719499 553263559.494669 356079533.086732 223322220.042493 133352626.101660 70401370.093319
225.500000 1261415113.778973 880732935.519998 626584143.248042 445158139.259479 315370314.637877 219895640.149599 148256858.679446 95360405.915516 52577233.811201
226.500000 751871084.685642 551761678.692952 413056866.654332 310499252.173082 229704635.614486 166992995.298058 116797778.217076 77792852.430865 43304863.062343
227.500000 474357494.952123 363608327.096896 283858749.495156 221991321.463955 170828739.960503 128789179.489090 93091903.514596 64107277.382772 36886284.758210
228.500000 2132821820.563777 1414850189.100732 961151883.588584 659660374.108562 455412768.198667 309870359.261367 206056210.676703 130185237.131689 71146389.997716
229.500000 893556475.354395 661889569.070580 501333270.873157 378048490.683350 282691169.650679 207398427.073912 146145706.359054 97978266.917595 55472864.832864
230.500000 3314550548.775149 2190984558.723398 1478138573.738487 1003696537.416415 683936001.900366 460441066.033958 302266322.378551 188891562.508136 102926936.358270
231.500000 1607800667.275990 1158641553.575829 848247929.941894 617882401.424878 448239934.601094 319160316.572096 218218435.118720 141975512.770519 78519250.480974
232.500000 2204315434.906430 1581411234.821939 1151158601.828526 834213020.861861 600166840.367249 422875969.867817 287522896.284364 185318742.322472 103216489.641291
233.500000 4360393130.190375 3130542633.176948 2252558767.309252 1600981838.570132 1125009140.009565 771942993.611035 510997308.450716 321944301.576707 177977334.352457
234.500000 2517224775.447743 1886251819.738676 1418333368.857013 1049738897.783774 768830167.974508 551033172.848387 378799732.262808 250893464.638518 143072973.690191
235.500000 5772546083.745874 3987155149.890224 2775425807.381108 1924754653.883649 1329610532.245725 902376079.414394 593709650.221546 372465786.351257 205948212.963666
236.500000 2843110117.403494 2117450538.051452 1584769801.541484 1170354782.298581 854999484.543734 611850765.951285 420700179.779691 277325659.934812 156761958.537564
237.500000 3073402547.443635 2250923381.831800 1668241111.870433 1229595609.464169 901148243.104221 646779203.198725 448517796.556411 297201135.060629 170073961.655774
238.500000 2576897614.468946 2013966742.138284 1578460196.317642 1217224365.736604 925268437.578950 690580811.046668 491985018.857363 339843422.832837 200972891.992797
239.500000 3628140761.944924 2744582198.209334 2089174896.593076 1566418796.761643 1161898432.325503 845257063.397836 590642213.835539 396694100.029531 229066603.567050
240.500000 5852020573.479355 4400491674.717264 3307794064.983735 2446245787.237346 1784134274.997174 1271396192.895766 871260662.032076 572422186.552306 328217421.443137
241.500000 3981245292.692580 3045163784.473493 2338129871.177907 1775177796.903205 1331124260.532155 980068318.532843 691504349.594553 470708757.465218 276276038.805780
242.500000 7050648152.934307 5021348900.967205 3614317422.888298 2586434879.312757 1839472633.062079 1288238708.033156 870825678.770962 560879277.204002 316482710.336380
243.500000 5537609894.352427 4111015284.464063 3076081318.888106 2287030062.148824 1681965013.980860 1213848044.466909 844978723.661191 559647891.227415 323614755.283276
244.500000 9862657261.114746 7067594533.323583 5117067015.126386 3684827878.078597 2641971824.882037 1857511471.394281 1265315223.408820 820258385.796583 471326367.476312
245.500000 9305536655.906818 6710273771.234718 4891348389.028156 3555762537.563519 2575592328.503909 1828016730.023332 1257528848.337172 821796531.605381 475192722.869031
246.500000 4549217314.484464 3491725145.552620 2714322083.193835 2087447301.358046 1588319776.566639 1185551101.161484 848384748.178677 578646576.641241 340043545.974467
247.500000 2892965786.555414 2262493948.887437 1789689261.844177 1403945171.183279 1085830073.208967 823709679.321043 595821771.020562 411726872.524209 240787015.687040
248.500000 341897621.472766 286239772.584329 243747727.572684 206001724.519267 164569564.438796 130393323.244327 94688424.666433 66167242.350374 34315376.877125
249.500000 2847575257.637964 2239132525.425613 1778357643.134022 1398970400.568381 1081891386.932969 820193894.219168 593845568.645879 411013483.939448 240759612.958459
250.500000 5900629543.422332 4564641796.308033 3568941033.061203 2758806564.125166 2103705539.001846 1575929573.654148 1130123904.802556 772614801.840943 454842136.498452
251.500000 677672728.846678 587860721.638837 516981834.207690 452102226.684101 381444071.624287 321941954.981709 253168362.083398 196919993.633129 122212177.936268
252.500000 440110146.362092 386889421.591188 345543702.329472 306617980.855728 261926092.935638 222454636.266272 174638574.598516 135727402.517860 81180431.442630
253.500000 2281600042.212687 2012601022.361547 1788672652.009057 1571230737.732884 1356867749.900519 1151221484.445887 930756825.042265 740713158.591936 491533757.866098
254.500000 2571340354.586711 2215792586.863055 1923696849.565831 1655052503.315114 1390948970.165629 1146395737.507593 901026728.148900 686641309.368226 432111234.536802
255.500000 25518539728.159321 19820383105.751965 15308472642.317612 11709592190.883423 8780123205.931450 6439473797.296822 4551556278.914884 3069496663.446372 1810526546.219103
256.500000 25300956933.124596 19994725820.731152 15685588260.401962 12255805573.319439 9351784646.162552 6999801587.029151 5053853273.425056 3481199024.726365 2111924113.283131
257.500000 98294494646.819427 71758832615.537781 51580588679.430443 36118180903.214188 24651198087.430740 16339624571.479269 10321020858.440470 6186486975.575791 3303210171.154002
258.500000 294605995761.589783 215860629106.280060 154241499961.445282 106645746582.557617 70690067032.244293 44983735043.327728 26664315453.826981 14440140074.503632 6993022472.013400
259.500000 97180856882.297012 75243623848.113480 57340109526.908180 42746243822.347771 30949189446.664978 21713646458.391979 14442683372.389662 8979053181.590378 4965218405.871753
260.500000 169680929516.761292 128037481637.329880 95121551935.013351 68873594373.386703 48336626793.531387 32860079508.325882 21097574834.973824 12601710058.715631 6674764411.527492
261.500000 71568235531.541611 55607493406.751923 42714986071.899734 32194292990.212555 23631991305.883629 16908094215.353222 11549209368.170847 7392515677.482800 4207099980.966447
262.500000 147098823310.267761 112098819532.210007 84265490956.718079 61803432741.414558 44060767026.523056 30498975358.950943 19966630138.675472 12129184244.111303 6559418701.796372
263.500000 877857982034.217896 630169208610.712524 438536319680.741394 293050812772.441895 186599156091.132050 112892206970.550461 62804154722.365692 31237879391.506023 13828397000.572657
264.500000 560797585818.580200 394161052825.887939 269124389038.308868 176785514291.196350 111552597882.245087 67322653774.182060 38074615011.601974 19754098664.773304 9328332330.156820
265.500000 2476054424717.074707 1752661875955.256592 1199529623754.110107 779014708805.107666 477601735883.356567 272124874505.179932 140531456324.972321 61194138661.004883 23703713422.648148
266.500000 448746425943.738525 325579607209.793640 230769124843.037323 158515166523.428162 105023112545.226074 67001945076.281731 40304048821.339539 22395793684.771442 11158050040.270529
267.500000 842994086360.699219 606664122528.677490 424770283590.102905 286015654393.244934 185091584003.815948 114516108397.637238 66201164354.049355 34754822920.153374 16445240142.421814
