#emulator
wavelength i10 i09 i08 i07 i06 i05 i04 i03 i02
180.500000 9539.958742 7779.739259 6556.676652 5223.755469 4142.342059 3156.607054 2223.706450 1308.161158 650.635526
181.500000 12457.522470 10169.901257 8677.347524 6921.503377 5527.169732 4241.297480 3014.183473 1807.468166 902.869679
182.500000 12012.884372 9881.138738 8403.801259 6734.018597 5379.559212 4130.715933 2943.694972 1769.697696 893.197663
183.500000 16566.098023 13682.841345 11701.437880 9474.577870 7613.706027 5927.099468 4268.216236 2698.296560 1369.446507
184.500000 12536.414843 10309.104105 8814.279760 7110.321399 5655.466823 4374.664203 3178.628852 1919.955883 1001.352927
185.500000 17839.212990 14772.334773 12675.654542 10229.314323 8196.344630 6361.147643 4633.389596 2863.332080 1470.939186
186.500000 18192.245620 15108.143631 12814.125510 10242.933650 8227.515550 6353.770910 4586.156959 2813.013800 1447.878217
187.500000 14195.206413 11514.093785 9617.205013 7755.307902 6150.302010 4643.626443 3346.872057 1986.375479 1032.722788
188.500000 25383.670365 21124.491209 17929.100459 14492.453545 11671.700673 9028.391939 6569.339456 4086.154881 2111.707882
189.500000 48018.490194 40173.657807 34700.124505 28209.140594 22921.987701 17949.486106 13092.849903 8354.676012 4331.861803
190.500000 47602.709901 39498.808328 33950.534913 27461.552883 22088.770916 17241.579243 12431.617426 7630.923384 3928.186847
191.500000 55382.683835 45995.620881 39282.010964 31700.689177 25552.292126 19634.712813 13929.464705 8217.588413 4248.920080
192.500000 37555.230491 30737.613353 25672.325075 20377.460421 16147.425494 11707.115208 7983.784419 4023.567293 2080.182742
193.500000 1737.862314 1316.524034 1139.407544 1031.546735 585.029651 526.573422 375.016288 155.244871 80.816016
194.500000 51004.311675 41989.015750 35309.095793 27828.970193 22142.174810 16149.903876 11015.496123 5585.575563 2884.299322
195.500000 112612.658998 93938.722501 80677.573664 65278.673961 52717.614659 40999.731643 29287.950254 17594.825754 9067.682691
196.500000 150137.738151 126036.011024 108249.729929 88068.373819 71608.673297 56154.169177 40484.906356 25312.075631 13081.281542
197.500000 202902.533460 171073.748272 147362.238039 120931.220155 98817.764581 78116.291554 57151.997889 37288.753963 19573.956052
198.500000 214260.390356 180946.076792 156175.648583 127438.180282 104249.709443 82050.481972 59825.647609 38897.148143 20376.963143
