#emulator
wavelength i10 i09 i08 i07 i06 i05 i04 i03 i02
180.500000 9145.132885 7575.858289 6325.691845 4993.303953 3925.732419 2872.249075 1922.488780 1145.605533 513.882655
181.500000 12202.421855 10103.391415 8531.585425 6752.403204 5340.380156 3929.320203 2664.266891 1610.848438 731.069247
182.500000 11465.845546 9555.872893 8043.991931 6403.022039 5075.942161 3739.540555 2536.592818 1539.289611 699.904130
183.500000 16261.986646 13590.985399 11533.258933 9257.500245 7397.204483 5504.658681 3794.831683 2406.835605 1128.021930
184.500000 11439.003982 9567.906181 8082.170921 6503.468776 5161.854041 3844.995243 2641.797695 1641.592891 774.671763
185.500000 17109.699858 14285.240889 12140.813750 9748.996736 7770.429202 5782.955419 3995.674524 2504.810958 1175.725242
186.500000 16959.978353 14205.381770 11935.959060 9534.363887 7635.106048 5651.157345 3867.482107 2382.995504 1097.146014
187.500000 12018.927518 10039.617498 8311.076306 6678.636780 5277.824128 3861.948372 2613.360649 1552.873767 701.218786
188.500000 23863.745824 20044.782947 16837.346647 13578.058937 10882.141332 8076.432973 5574.243343 3488.606003 1624.191220
189.500000 48606.521743 40806.915444 34909.288370 28091.864484 22649.725613 16968.458495 11849.902806 7591.755243 3634.238400
190.500000 47569.150971 39700.741292 33750.241471 27073.489545 21634.794348 16134.113328 11118.282263 6884.749980 3208.560404
191.500000 54748.633942 45743.431777 38646.575585 30730.678908 24523.251724 18053.175266 12231.805175 7251.428322 3294.741208
192.500000 33125.214624 27514.813654 22452.660927 17336.476699 13424.513720 9358.719976 6008.478284 3062.212598 1275.016659
193.500000 455.817249 367.283609 293.074539 218.472658 157.449116 120.728019 86.944505 46.419495 25.114248
194.500000 46350.764953 38606.285695 31658.360131 24443.305192 19023.993470 13307.952568 8554.181739 4399.903576 1834.114097
195.500000 114061.691407 95593.440505 81172.354353 64900.150775 52011.646083 38632.900552 26385.943922 15893.641696 7255.317797
196.500000 155712.957373 130784.263625 111496.515971 89599.954474 72389.892216 54114.493780 37465.224225 23432.250034 10988.311152
197.500000 212632.509131 179126.479986 153039.842541 124213.122777 100905.722762 76221.096610 53661.257815 34907.716289 16996.938678
198.500000 222119.450026 187355.107614 159897.537277 129578.883459 105503.321369 79444.198781 55702.164127 36172.603482 17523.612327
199.500000 234146.772162 196847.747834 168721.737750 136422.646648 110629.806252 83741.376781 58763.483897 38436.516504 18728.764307
200.500000 272524.101181 229775.818320 196674.008197 159095.393267 129473.671095 97770.126258 68669.123159 45064.683902 22068.872488
201.500000 354559.709019 298738.292406 255916.668120 207087.360691 168705.039368 127266.697332 89550.525436 58391.473951 28646.406881
202.500000 244059.625557 206232.964137 174069.390322 141382.756694 113512.905573 85572.216457 59472.381359 38066.491393 18580.779954
203.500000 422440.746401 357664.313862 306833.241057 249473.253583 203618.562421 154589.369445 108988.540077 72231.240093 35683.217718
204.500000 559944.374551 473532.033970 406811.297164 331366.166917 271326.121212 206430.754663 146434.609649 96969.275967 48156.425366
205.500000 657435.524449 556542.490190 477871.558975 390539.238805 318893.455206 243317.732240 172581.217190 115105.312812 57372.690234
206.500000 721901.491433 612233.692775 525801.780880 429837.128869 351517.969220 268087.531940 190186.842969 127423.919152 63786.458614
207.500000 341604.421548 289484.933049 243894.437325 195553.084157 157983.541927 116224.577901 81752.269236 50587.699801 24965.337530
208.500000 3438705.388956 3105548.163654 2812382.889867 2461170.052626 2158713.122728 1829215.724694 1501374.215718 1191370.755048 803114.531717
209.500000 13527567.838011 11248889.046249 9412718.231172 7749568.573472 6310347.677981 5072104.231143 3892307.665139 2938772.252073 1951313.479702
210.500000 39762906.119637 29116920.211312 21851368.230250 16450768.638849 12349651.352050 9151672.589975 6560851.010914 4611282.819166 2891293.034133
211.500000 337609757.456361 193250372.419787 113820142.612491 69445009.464704 43596051.435431 27986477.849795 17811252.374103 11161507.136761 6463999.959048
212.500000 92007440.335705 62248872.133721 43145459.432919 30233344.641067 21260887.942421 14839014.662577 10075050.825417 6625362.017092 3956776.149608
213.500000 347895940.376223 206728018.280151 126051971.764231 79117750.136380 50788804.220275 33066804.835036 21284506.301367 13437919.368481 7876366.569946
214.500000 604872398.967993 342975534.602191 199561385.886246 120462104.785896 74563896.886878 47176186.163081 29500573.532935 18084223.783713 10331970.770440
